PC1,PC2,cluster
1.692472277602047,-0.9869850711072592,1
0.5913561372968545,2.155134740275475,1
4.448488635464833,0.22364693657418197,1
0.35918058302774986,-1.3388141259456374,1
-1.4440282352787266,-0.4862143280364061,0
0.3020382571886614,0.3305633347226432,1
2.006302218493938,0.10153723653591262,1
0.16981085938833976,-3.368618539275319,1
2.15534183790569,-1.7990891423477704,1
1.6758882152314702,1.551721802874871,1
1.8842834286731678,-2.7233842730966056,1
1.2900736163759572,-2.4434496314272325,1
1.10687999631782,-2.4370293192179417,1
0.40988170058566936,0.6325497433302887,1
0.38492235294388766,1.7202941432297012,1
7.617802098890373,0.8506438049955126,1
1.6240190935639538,0.8819227846701708,1
1.1488474750878082,1.1244084048450316,1
1.7007962034615132,-3.286217227618564,1
1.8431088029712623,1.0119779212986844,1
-0.3757463345925231,0.8265220836469866,0
4.623839151849641,-0.9755199689711112,1
0.6160010652756608,-2.3011705621924583,1
2.5437368734663965,-1.0216719457130536,1
2.6055017827418774,0.7846691888359586,1
-1.7265600575134108,0.4764690962420149,0
1.531127482589828,-1.6069301918458707,1
1.0259400396410663,-1.8974764347352064,1
2.0402316284831428,-1.867651987479722,1
2.0703757745333613,2.0987213608644244,1
0.4268388029610874,-2.2832088966518205,1
3.6195265971131296,-1.7225482362937128,1
-3.819611063361072,-5.970745178800945,0
6.628133009740057,0.666068463795597,1
-0.0818255568096898,2.511771095584384,0
0.8286973657525032,-2.3384806040208233,1
1.567032093430627,-1.534009380544096,1
1.587620104457651,-0.039005753200034604,1
0.19503299600270885,-1.5179431059558723,1
-0.3396886306225322,-0.8505956426277265,0
3.333721589393351,-1.021938504526551,1
1.971318074721959,-0.027894059922365533,1
2.6008860775448044,-2.2973277436933084,1
0.8741521048168686,1.9504987592235534,1
1.647467438493358,-1.2368270254192086,1
2.749924551694708,-2.144206180547152,1
1.7297069936547982,0.12280783774873331,1
3.3122865670609944,2.4412256705304873,1
4.112151804712564,-4.026341065603936,1
0.04674233329616975,0.5218606944313167,1
1.099712563339007,3.069487313884414,1
1.1541691408070736,-0.21349984084800283,1
0.6739113916045139,-1.260088007800392,1
1.588722400270152,-1.6566157440711864,1
0.4427774263273332,0.56729038841442,1
2.84630834802501,-3.5359226155497208,1
1.6323245825701385,-0.3748587648361395,1
-0.2506079138479288,1.274628106323132,0
2.6178563197381908,-0.08475022951322886,1
1.0238408264769965,-0.7726844598867367,1
2.3253618609493256,-2.003658140382763,1
1.102931270410381,-1.892858316200735,1
0.5185811602631221,3.660031461684036,1
1.5450293441324634,-1.755770279610254,1
2.0964498036577286,-2.2509908584367375,1
-1.4792358788186208,2.095239751234164,0
4.288143616534097,-2.9291210554471103,1
2.775961601575595,-3.4110676478809774,1
1.1317815447934103,-2.2233652629195855,1
-0.03625576178117337,-3.8216501613113363,1
0.8722744888891402,1.284775952878162,1
3.6138997191265476,-8.093875089834745,1
0.8000115940200335,-2.527775331166529,1
1.113757234456289,0.8187554133431424,1
1.0228918147306783,0.537695993116418,1
5.958547681599779,-0.8858986830085824,1
2.696733753248336,-2.1968036885807614,1
2.984486758790966,-1.0096090219764218,1
1.1965996402441392,-6.1357312817117515,1
0.8417772123149455,-4.521209921238237,1
-1.5070101944770995,-4.342768192309061,0
3.500660328121921,-1.8663360863129546,1
-0.2631496869122821,0.12215512944741094,0
1.3851991145715796,-3.388797330239041,1
2.3237768101568688,-2.1800776303051244,1
1.1112500767572735,1.0897144874448574,1
-0.4798231487595962,4.854139192748088,0
0.5137196095800177,-5.279992895948653,1
0.8822292694393381,-3.8555043503590753,1
1.434761167180596,1.7760545672779389,1
4.471759476483179,0.29988001823338706,1
-2.1627823389873164,0.5146345846692857,0
-0.8694751377813729,-0.3390548070811965,0
1.7401576547028745,-4.462065186956915,1
1.0995324955862251,-0.00448502870922969,1
0.7130047794176408,0.8798950660286012,1
-2.7596940898675215,0.5420562972870073,0
-2.020056399601108,1.6472680502956176,0
0.4060297304881672,4.143254939123342,1
3.884736983041439,0.1701151358892261,1
5.653956448015486,1.7538798488150942,1
0.61828302930441,1.1121692840236925,1
-0.04992554673223892,-1.3594923097896674,1
1.1572776713743342,-4.603565948491021,1
6.305080273455401,-1.123652742055511,1
2.245736105530126,0.12485219664331007,1
1.4350189215266504,-2.2571989586030665,1
2.5114313048320045,1.1379996581213303,1
1.0612339230637302,1.0379022918867764,1
3.07201444478905,2.628518944475615,1
0.6296546371068595,-1.6913705545481725,1
0.7475484638979429,-1.6634685117045218,1
2.2029832841534858,-5.302990258369822,1
3.7213500822011305,1.0028027428465072,1
2.9562887968828755,-0.19526860993413012,1
5.010711865161656,-1.6216365680076994,1
-0.6869806849893549,1.0523857180435434,0
0.08720996701185661,0.19285767276719792,1
2.3515481713397635,0.5686023353585941,1
-0.3741618695393996,-2.573836446826851,0
0.4201144040380943,2.093712731203143,1
1.2640297320774452,-1.8966235402599885,1
0.3011674313838871,2.9287557186518134,1
2.252920426525553,-2.2400801984159915,1
0.7180983675474897,-0.18095459585457868,1
4.319361447578006,-1.720678156923954,1
-0.42317136643496767,2.1903971742050357,0
0.40947904139632857,2.7992885263086245,1
0.9460807750349642,-2.39573159918124,1
1.46450692228778,0.0771895693253641,1
-0.7971391353055348,1.789827766067294,0
-0.1781965317574294,0.9453713082807219,0
1.7621596248335003,0.11008792865641527,1
0.7309740048182486,2.64201712689323,1
1.0664652420856204,-3.1935382603302114,1
1.0195575103602332,0.8300691570972237,1
3.5626806147084853,-1.7931980609060305,1
4.378896738096201,-1.2911214225879788,1
1.825057206646298,-0.4609583460030089,1
2.5796738980653857,-2.304075486098332,1
2.0173092111505664,0.8024716835178961,1
-1.5986411710921127,-4.0560202407269275,0
2.933701380127524,-0.41672630063877575,1
-2.5074717044300563,-0.7299695653895288,0
1.3650133838386291,1.9263628580669676,1
1.703991535032517,-2.4793819893042492,1
2.219721026772375,-2.7756163249433374,1
-0.022264216143423107,-1.0047716708619314,1
0.8715833879091487,-0.003553805857884046,1
0.6873406702620357,-1.8466891493124045,1
-2.0907927634342105,0.12402349616244981,0
2.3943025532960913,-1.46050849344685,1
2.413160869888295,-2.123138835713794,1
1.935007911930522,-0.8594027467395887,1
1.6270529508926173,-0.24066229907211056,1
1.3474058099447823,-1.13089703535801,1
-0.2906394227630147,2.1366835862216673,0
1.7342381105498346,0.7083513196996406,1
2.2919997259011144,-2.79330491150017,1
5.309075052298051,3.62472333212118,1
-1.3242017674752673,-2.6944184454068694,0
2.6752579684352042,-0.9263170074105049,1
1.5274094665685625,2.5016697968068935,1
2.3962522446444514,-0.6525008285102651,1
2.0466673432772806,-1.6569971260942027,1
1.5115568673332416,1.1293099282638959,1
2.080724897656399,-4.700824766067351,1
-0.351857658417253,-1.5144984688334326,0
1.963439876723287,-1.168281111443088,1
1.4702154779289005,-0.265136750325051,1
1.8437880280791608,-0.9007329323274409,1
0.6715293238962862,-1.3838485307556894,1
0.8882330961086256,1.7537796317302514,1
-1.4287917136997434,-2.290083797054238,0
1.9955106231461361,1.4401152347561554,1
2.0047730729427373,0.1335491014981665,1
2.2803413887252497,1.1115052560800198,1
3.9236648049170757,0.08896822979888037,1
5.1356774962448,-0.04080427940001438,1
-0.4286560072079562,-1.1865120988210134,0
1.8817429103120638,-0.5712544904506787,1
1.6386356146776526,-1.7905020564774101,1
1.0633863655405702,-1.1711047118331173,1
0.8123941139024649,-2.1242671904451598,1
2.0810946965426877,2.5601724204994682,1
-2.534276756146531,-2.974761044385268,0
1.132445982794118,0.23106291066561088,1
1.3627238194011315,0.18068928955884006,1
1.6610292033598721,-2.3305819904731466,1
2.51226392278979,-1.7913127340336128,1
0.527446814253906,-0.8886568038886822,1
2.6246502829333154,-0.45124418446981374,1
1.9583609012190808,-2.2582000216583125,1
2.3398191295251967,-3.6687658341696427,1
1.025751729674002,0.11756521270844689,1
2.401813132752608,-0.8148249793318741,1
1.6878982212543323,-0.3445778468022508,1
2.2055255533598745,-0.07503166321058079,1
2.5875163014206963,2.079629250311363,1
5.720426188490621,-2.0153494428645207,1
2.679736396239163,-2.8478638657215054,1
0.4718492969220998,0.33933012492469733,1
2.42396546814564,1.0955643139216464,1
2.5732539411665933,-0.005436096874129992,1
1.4004023665662517,2.9148355483962276,1
2.7770875438350457,-0.15200049950961952,1
0.991624870518645,-2.616199480835272,1
-0.07950962827465928,-1.29971311770354,1
-0.0917821110294597,2.4457009250300636,0
1.5454560061759703,-0.5347306484743807,1
-2.390328935872124,-1.34155347050887,0
1.6026447554726402,-1.4491737273804997,1
0.2663416465431337,-1.0298868601774784,1
0.3683451879393811,1.2622646793637986,1
0.6922039717826886,-2.00225153672568,1
1.8622101322255684,1.1579332335752113,1
1.4365115751419688,-0.4149022995327074,1
1.3874850386340962,-1.0197566315493536,1
0.18093756159122565,-4.708919904061151,1
2.103268948322868,-3.225809960346482,1
-1.5420394837427893,-5.3094855664530725,0
0.9967931033725396,1.340443071735038,1
1.1632010519079452,0.15075401097888108,1
2.863382270144335,-3.9027515051065103,1
2.1110966912734614,2.996224102129967,1
1.146614563494237,-3.90366365728425,1
1.3567422676125298,-0.9700254548821212,1
1.4518166261353738,-2.4903333429211707,1
0.6937731115441028,-1.1193177022336374,1
1.187254128404524,-2.838624004201258,1
0.7614623775527829,-5.212559529596684,1
-0.8110863926738155,-3.973809645828882,0
3.2587460156801216,4.6087372622542535,1
-2.2408311453802434,3.576272190782159,0
-0.18219675636395932,3.270802809621863,0
0.4643600968067065,-3.1700502123953758,1
1.4052546781376465,-1.8963246122442081,1
2.2853037502076865,1.0399982253405056,1
0.6663079602396487,0.9231766354097266,1
2.5792256337938904,-0.3705419942688773,1
0.6401196758657766,0.16005506228222602,1
0.6418635551157315,-1.6224165809744282,1
-1.8253869515437118,1.236716050857302,0
1.0742440337540187,0.40534001884429754,1
3.2787513315213763,0.19035628483006742,1
1.9972137427816108,-2.343619213296039,1
3.770861931245208,0.051058148760896475,1
1.3257608636282965,2.051749152693804,1
1.7473970419706901,1.6023585366043076,1
1.433978326276205,0.7232189356199531,1
-1.1911291077854373,-2.825230317453736,0
0.8118105894768124,3.0504146527033282,1
-0.39239376362987727,2.9180885812263173,0
2.7877887049186825,-0.6793471336597918,1
2.5400432429013025,-0.6996620526360661,1
1.6925264838455298,0.4554020029095561,1
5.964482362742517,-0.8434975137843582,1
3.5479551428573584,-2.7178425147545284,1
2.3169912843388394,-0.46549416655763287,1
1.0332800843564232,-3.209004454257625,1
2.2069552968233896,3.1466324799973604,1
2.517966702204293,-6.298859549745286,1
3.122941598269659,2.57745987786731,1
-0.4480493626290968,0.5472553206788833,0
1.1389198416333328,4.809491341890776,1
0.6419648071840905,-3.490085157067057,1
1.3248771912240396,-0.32830478927683193,1
0.19797176388588794,-3.1055553568574346,1
2.2866458147244533,0.9898840917074405,1
-1.0806055428482342,0.5264688770802234,0
-1.2363952337167419,-2.8902328717523935,0
2.301899479284888,-0.6658784720420186,1
-0.7912748314032458,-2.3895405127658766,0
1.8464885656948702,0.05685666305222621,1
-1.3294623881603105,-2.653227755136286,0
-0.6569258294985647,-2.7769544978698875,0
-2.4024928861550725,-2.7050079243169285,0
1.2858171881585607,1.9749127708861345,1
1.6745479701648913,1.8933719398377837,1
3.167403793075303,2.265033792754449,1
1.9235692217609073,1.8048608036284002,1
-0.40742960395780187,1.3654198392933143,0
-2.0976090270932857,0.9350816349691764,0
-3.0314681732263216,-1.1760720617019744,0
2.1185867781104686,0.8454839486605936,1
-1.1937679318237897,-0.11141985121663947,0
0.6348369902589928,1.0986414048856625,1
1.1004764532230873,1.2200992647512998,1
-2.2062359377370333,0.8033721801963174,0
-0.9559095213708337,-0.0466966187591483,0
-2.4504031910445345,-0.4710624460771123,0
0.10379894573235426,0.6706590918111313,1
-1.5779792662073842,-0.640103439679332,0
-1.7241400058019845,0.40468633925932723,0
-1.3007608443594438,-0.6940633310903557,0
-1.8584301168755977,-0.44711980399503526,0
-2.4758530116806465,-0.04526396949979854,0
0.3420669590764712,2.970021557421816,1
-1.3317477437527119,1.6170883619334147,0
-1.2616710548859549,1.5063602953460598,0
-0.9922777852332049,2.0336251146593307,0
0.30565105684858984,2.311366227485047,1
3.144051660280309,2.426659024649063,1
1.81769778516572,1.5899283587944621,1
1.442762531334447,2.854500297452071,1
-2.355261656592447,-1.6173346039228222,0
-3.0098580660912004,-1.2879793660438363,0
1.7658502168559602,0.1732980697389526,1
-3.134368013166682,-0.2627805934908202,0
0.5862423193640742,0.9264500236868799,1
-0.1302561998117612,0.16849710809178373,0
-1.2480502860031044,-0.6630828075768622,0
-3.2415136014169246,0.207419953410399,0
0.8516933385291895,0.9834463796770035,1
1.8852869002479833,-0.09431123276692124,1
-1.8162993175894087,-1.11212026378199,0
-2.139606975093708,-0.9450046849701218,0
-1.0988804509775907,-1.8550148219567475,0
-2.3018887444764515,-1.7991273325611583,0
-1.6149612923336298,-3.910836954549289,0
0.7292937564542065,-0.6723000986790417,1
-0.7424347171039222,-2.581433319376977,0
-2.092597595865529,-2.801476920369551,0
2.8758008354098363,1.6366932588332004,1
-1.1318025357560484,-1.928961275243499,0
-2.493529178922974,-0.629639069945581,0
1.835912732413642,-1.4993204818599866,1
-0.6524863709281421,-1.1018605119766829,0
-0.8102701880317338,-0.025144872508253462,0
-0.5288269703691935,-0.03281592620577166,0
-2.0279757249043286,-2.259363899842075,0
-2.8301121712635493,-0.6053442909321874,0
1.9081206946054785,1.886335116390074,1
0.8099444339647373,-1.3019643788354112,1
-2.1616689291395983,-0.8032183687386371,0
-1.5723468360567476,-0.8931921100697355,0
1.5350994871544899,0.6025033063288202,1
-2.2332515470908056,3.318635061503648,0
1.403559075806472,-0.7457273336747036,1
2.036856914255728,-0.3062208411284917,1
0.39310226770654827,-1.221130051454386,1
2.4259426180552754,-1.128136732610144,1
1.451864912981695,-1.2001235313739416,1
0.8367777403202913,-0.5102356006683599,1
-3.760532098481603,-1.2426294675795893,0
1.3344767964116526,-1.0682032485946822,1
-1.4462126901823336,0.7855010484436509,0
-0.608175008894153,-0.7346798698062138,0
0.1357497255639846,-1.9520096532743356,1
2.041300587427338,0.7337690881175241,1
0.8279942262342089,-0.500176202006003,1
-1.4588102570053223,-1.6318622018826427,0
-1.5375601306595092,0.7259369844228889,0
-3.8527037774102775,0.8415466601010281,0
-3.4523849420208577,-0.060610766461031584,0
-1.4043014004179253,1.4925045088448297,0
0.4064419584319537,1.6379433334369813,1
1.051744166375749,1.9211904235911421,1
1.6996712350794798,-0.00796945460903877,1
-0.2815214866994814,0.8159965413530174,0
-0.09611551006010162,0.7873797486765648,0
3.125090587089314,1.7250859907577967,1
3.672794617676538,2.3939577748499015,1
2.081326041261539,1.450290156160359,1
-2.0169090788107464,0.3182052492668522,0
-2.3417216876964946,0.9673440475167124,0
-2.996581310392138,-0.5649938034329628,0
0.024306640568051853,1.131456905361811,1
-0.7896355344275391,0.6571235080099531,0
0.6183177366578823,0.10408679284362918,1
0.4322441669563294,-0.32068833931527607,1
-2.5348578935193835,0.3106614518100714,0
-1.0882100610832703,0.579254690853062,0
-0.611549083970578,-0.318986055478985,0
-1.1597155805430894,-0.2791345167709251,0
-2.4844833963665747,0.558121520844362,0
-1.9921530577542508,-0.5710239233493124,0
0.27034824435662513,0.7391470459631503,1
-2.156464944875552,0.5796778767094997,0
-0.9202236717457718,-0.5721234541001509,0
-0.8910368158427622,-1.1507561047465797,0
-1.6187670329364676,-0.9001864665380214,0
-1.6063929126011087,-0.6525738134849364,0
-3.1756709283273934,-1.8546985254207002,0
3.589885100472549,1.1258233199519874,1
-3.78380567049429,-1.358912734291528,0
-3.508165533874255,-1.3302461458431303,0
-0.5537876652004586,-2.0144531268870067,0
0.6379794724667398,-0.861928405031735,1
-1.631212229702742,0.863723155591651,0
-1.2529661429935846,-1.357495434910462,0
-2.1699641417941793,-0.1844543434724544,0
0.271807608102147,0.13943890188590594,1
-0.8023865144656047,-1.4514793497584335,0
-1.6987509975452773,0.20888681062076772,0
1.2710228744380714,-1.6536521646840072,1
-2.2852059630237105,-1.2774713126604118,0
-0.9758839200014717,-0.7844222014698894,0
2.8730953681113607,0.3648347047079746,1
-1.4729121202965902,0.41493516040060313,0
-1.5877826959492818,-1.8132049145353828,0
-2.1818613501171797,-2.9076691686007705,0
-3.0383683538740294,-2.050905899479347,0
3.321877311856985,0.061832393989989354,1
-0.8722356100133265,-2.464223122483097,0
-0.9732798157631262,-1.7807791684906573,0
-1.891196048870165,-0.2860491068360781,0
2.973244936193705,0.9141353325218713,1
-0.9924521149620771,-0.540178006016631,0
-2.0174347723002968,-2.581239146684219,0
1.646380546705245,2.5980119408920084,1
-1.368908366079961,-0.6110891420445554,0
1.7794943619842354,0.7714357641682262,1
2.0103505692732915,2.072011436175448,1
-1.5919947224705495,-1.2304912523884233,0
-0.8155541783114133,0.13887086208197813,0
-1.13395077803321,-2.6426846964688635,0
1.6168442111418655,-1.0902217275149158,1
-1.995932303028317,-1.4878015606487442,0
-0.6954163247117816,-0.13034266872651895,0
-0.27085053236700596,-0.4802548652378981,0
-1.1344653138674834,-0.4351717620722929,0
-2.053898244096194,-0.7637627940900682,0
1.544149725286775,-0.653407376576362,1
-0.2994492954659925,-0.7011907169339309,0
2.8964298494385163,0.8193464718218976,1
-2.6532864274635646,-2.065188949487791,0
-2.2478209866879766,-1.0695131439484362,0
-1.6668376042827138,-2.14944963081764,0
-0.7444568198110817,-1.6610407098345685,0
1.4690530782154896,0.1660424862701117,1
-1.5808740250914501,-2.025843006191615,0
-2.4480167806931314,-4.1151284689443255,0
-3.4612954866294454,-1.0314225330784204,0
-1.5664854345522192,-0.5125144581244873,0
-0.9046080672742924,-0.3099862298843936,0
-1.186530300421727,-0.3225639626128463,0
1.4881344684538167,1.2252650851702407,1
2.857458497609469,0.7234855804642054,1
1.9059492356061702,0.33005612047847865,1
